Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number
jack,35,50000.0,Other,Finance,Clerk,,D,user@domain.com,000-000-0000
frank,0,55000.0,Other,Finance,Analyst,,F,email@example.com,000-000-0000
alice,0,50000.0,Female,Sales,Analyst,,A,user@domain.com,
david,40,70000.0,Other,Marketing,Analyst,,A,no_email@example.com,098-765-4321
jack,30,60216.08643457383,Male,Finance,Director,,F,email@example.com,
frank,35,50000.0,Female,HR,Director,,F,user@domain.com,123-456-7890
frank,40,65000.0,Male,Marketing,Director,,D,user@domain.com,000-000-0000
eve,35,60216.08643457383,Female,Marketing,Assistant,,F,no_email@example.com,123-456-7890
alice,30,50000.0,Other,Finance,Analyst,2018-04-05,B,no_email@example.com,123-456-7890
hannah,0,60216.08643457383,Female,Marketing,Clerk,,A,no_email@example.com,098-765-4321
eve,25,60216.08643457383,Female,Finance,Director,,A,email@example.com,123-456-7890
eve,0,60216.08643457383,Male,IT,Director,,F,no_email@example.com,000-000-0000
grace,40,70000.0,Male,Sales,Analyst,,C,no_email@example.com,
david,50,65000.0,Female,IT,Director,,C,name@company.org,000-000-0000
frank,25,60000.0,Other,Finance,Assistant,,F,name@company.org,098-765-4321
david,40,60000.0,Other,Finance,Assistant,,B,email@example.com,000-000-0000
charlie,30,50000.0,Male,IT,Director,,C,name@company.org,555-555-5555
grace,25,60216.08643457383,Other,HR,Analyst,,F,no_email@example.com,
hannah,40,50000.0,Male,HR,Analyst,,B,email@example.com,555-555-5555
david,30,70000.0,Other,HR,Analyst,,B,no_email@example.com,555-555-5555
bob,0,70000.0,Female,Finance,Manager,,D,email@example.com,098-765-4321
jack,50,55000.0,Male,Marketing,Director,2018-04-05,B,email@example.com,123-456-7890
charlie,30,70000.0,Male,Finance,Analyst,,C,user@domain.com,555-555-5555
alice,35,55000.0,Female,Marketing,Assistant,,C,user@domain.com,000-000-0000
hannah,30,65000.0,Male,IT,Clerk,,F,email@example.com,123-456-7890
charlie,30,50000.0,Other,Sales,Clerk,,F,name@company.org,000-000-0000
jack,50,65000.0,Other,Marketing,Analyst,,B,user@domain.com,000-000-0000
grace,35,70000.0,Male,HR,Clerk,,A,no_email@example.com,123-456-7890
jack,40,65000.0,Other,Finance,Clerk,2018-04-05,D,no_email@example.com,123-456-7890
eve,40,65000.0,Male,IT,Manager,,A,user@domain.com,000-000-0000
jack,30,65000.0,Female,HR,Assistant,,B,email@example.com,098-765-4321
eve,35,70000.0,Male,IT,Assistant,,B,name@company.org,
grace,35,60216.08643457383,Female,Sales,Manager,,A,no_email@example.com,
ivy,50,65000.0,Other,Finance,Manager,,D,user@domain.com,098-765-4321
eve,0,55000.0,Female,Finance,Clerk,,A,name@company.org,123-456-7890
alice,40,70000.0,Other,Sales,Director,,F,name@company.org,000-000-0000
jack,50,65000.0,Male,Finance,Clerk,,C,name@company.org,
jack,25,60216.08643457383,Other,Marketing,Manager,,F,email@example.com,000-000-0000
alice,40,70000.0,Male,IT,Assistant,,C,no_email@example.com,098-765-4321
bob,50,60000.0,Male,HR,Clerk,2018-04-05,B,name@company.org,000-000-0000
frank,40,60216.08643457383,Female,Sales,Director,,D,no_email@example.com,098-765-4321
ivy,0,55000.0,Female,Marketing,Clerk,,A,user@domain.com,123-456-7890
hannah,25,65000.0,Female,HR,Analyst,,D,no_email@example.com,098-765-4321
eve,0,60000.0,Female,HR,Clerk,,A,email@example.com,098-765-4321
alice,25,60000.0,Other,Sales,Manager,,F,email@example.com,
grace,30,70000.0,Other,Marketing,Assistant,,F,no_email@example.com,000-000-0000
eve,50,60000.0,Other,HR,Assistant,,A,no_email@example.com,
frank,25,55000.0,Male,HR,Manager,,D,email@example.com,555-555-5555
grace,0,55000.0,Other,Marketing,Analyst,2018-04-05,A,email@example.com,098-765-4321
charlie,40,50000.0,Other,Finance,Manager,2018-04-05,B,no_email@example.com,555-555-5555
jack,25,55000.0,Other,HR,Clerk,,F,email@example.com,
charlie,50,60216.08643457383,Female,IT,Manager,,B,no_email@example.com,000-000-0000
eve,25,60000.0,Other,Marketing,Manager,,F,no_email@example.com,
frank,35,55000.0,Male,HR,Analyst,,F,no_email@example.com,000-000-0000
ivy,40,70000.0,Female,Sales,Clerk,,C,user@domain.com,000-000-0000
eve,50,50000.0,Male,IT,Director,,B,no_email@example.com,123-456-7890
alice,50,60000.0,Other,HR,Director,2018-04-05,B,no_email@example.com,098-765-4321
david,30,50000.0,Female,IT,Assistant,,C,user@domain.com,
eve,0,60000.0,Male,IT,Manager,,D,name@company.org,000-000-0000
jack,30,70000.0,Other,Finance,Assistant,2018-04-05,B,email@example.com,
jack,50,50000.0,Male,IT,Analyst,2018-04-05,A,no_email@example.com,
eve,40,65000.0,Male,Finance,Director,,C,email@example.com,000-000-0000
grace,25,60216.08643457383,Male,Marketing,Manager,,B,no_email@example.com,555-555-5555
david,25,60216.08643457383,Other,Finance,Analyst,,D,email@example.com,098-765-4321
alice,40,60000.0,Other,Sales,Analyst,,B,user@domain.com,098-765-4321
eve,50,65000.0,Male,HR,Manager,,F,email@example.com,123-456-7890
grace,25,50000.0,Female,Marketing,Analyst,,A,email@example.com,123-456-7890
jack,25,65000.0,Female,Marketing,Manager,,C,email@example.com,123-456-7890
jack,25,65000.0,Other,Sales,Manager,,F,name@company.org,098-765-4321
frank,0,50000.0,Other,Finance,Clerk,,D,name@company.org,555-555-5555
eve,0,70000.0,Other,HR,Assistant,,F,no_email@example.com,098-765-4321
david,35,65000.0,Other,Finance,Analyst,,F,user@domain.com,098-765-4321
bob,30,65000.0,Other,IT,Analyst,,D,email@example.com,098-765-4321
david,40,70000.0,Female,Finance,Clerk,,F,email@example.com,098-765-4321
jack,40,65000.0,Other,Marketing,Clerk,,C,email@example.com,555-555-5555
jack,40,65000.0,Male,HR,Clerk,,B,email@example.com,123-456-7890
charlie,35,65000.0,Male,Finance,Director,,F,name@company.org,
jack,0,60216.08643457383,Female,HR,Director,,C,no_email@example.com,123-456-7890
alice,50,55000.0,Male,HR,Director,,B,no_email@example.com,123-456-7890
hannah,50,70000.0,Female,IT,Manager,2018-04-05,B,user@domain.com,
eve,35,65000.0,Female,IT,Analyst,,F,email@example.com,098-765-4321
david,50,60216.08643457383,Male,Marketing,Assistant,,C,no_email@example.com,555-555-5555
hannah,40,70000.0,Other,Sales,Manager,,F,no_email@example.com,555-555-5555
grace,30,60000.0,Male,HR,Analyst,,D,no_email@example.com,123-456-7890
bob,25,60000.0,Male,Sales,Analyst,,B,name@company.org,
alice,0,65000.0,Female,Marketing,Clerk,2018-04-05,F,no_email@example.com,000-000-0000
david,0,60216.08643457383,Male,HR,Clerk,,B,no_email@example.com,098-765-4321
hannah,35,60216.08643457383,Female,HR,Manager,2018-04-05,C,name@company.org,123-456-7890
bob,0,70000.0,Other,Sales,Clerk,,A,no_email@example.com,555-555-5555
charlie,40,70000.0,Other,Finance,Analyst,,F,no_email@example.com,
alice,50,60216.08643457383,Other,IT,Clerk,,F,no_email@example.com,
alice,40,70000.0,Male,Finance,Director,,B,name@company.org,123-456-7890
charlie,35,60216.08643457383,Female,Sales,Clerk,,C,email@example.com,000-000-0000
eve,40,55000.0,Other,IT,Analyst,,D,user@domain.com,555-555-5555
charlie,50,60216.08643457383,Female,Finance,Manager,,C,no_email@example.com,123-456-7890
alice,30,60000.0,Female,IT,Assistant,2018-04-05,F,name@company.org,000-000-0000
alice,35,70000.0,Other,HR,Clerk,,D,no_email@example.com,
hannah,30,60216.08643457383,Other,Finance,Analyst,,C,name@company.org,098-765-4321
jack,25,60216.08643457383,Female,IT,Assistant,,A,user@domain.com,555-555-5555
bob,30,70000.0,Other,IT,Assistant,2018-04-05,B,user@domain.com,555-555-5555
charlie,25,55000.0,Female,IT,Director,,C,email@example.com,000-000-0000
bob,25,55000.0,Female,Finance,Assistant,,C,email@example.com,123-456-7890
charlie,30,70000.0,Other,Marketing,Analyst,,A,user@domain.com,
grace,35,50000.0,Male,Finance,Analyst,,F,no_email@example.com,000-000-0000
alice,50,70000.0,Other,Sales,Clerk,,B,no_email@example.com,098-765-4321
jack,40,70000.0,Male,Finance,Clerk,,C,no_email@example.com,098-765-4321
hannah,40,55000.0,Female,IT,Clerk,2018-04-05,D,email@example.com,098-765-4321
jack,50,55000.0,Female,HR,Assistant,,C,no_email@example.com,000-000-0000
jack,25,70000.0,Male,Finance,Assistant,,B,email@example.com,
jack,25,70000.0,Female,Finance,Director,,C,user@domain.com,555-555-5555
bob,35,70000.0,Male,IT,Clerk,2018-04-05,A,no_email@example.com,123-456-7890
charlie,0,55000.0,Male,HR,Manager,,C,no_email@example.com,555-555-5555
ivy,30,70000.0,Female,HR,Director,,C,user@domain.com,
grace,25,70000.0,Male,Sales,Manager,,D,no_email@example.com,555-555-5555
david,40,65000.0,Other,Finance,Assistant,,A,no_email@example.com,000-000-0000
jack,35,50000.0,Other,HR,Director,,A,name@company.org,098-765-4321
eve,30,60000.0,Female,HR,Director,,C,email@example.com,
bob,35,50000.0,Female,Marketing,Analyst,,D,no_email@example.com,
hannah,30,65000.0,Male,Marketing,Assistant,,C,user@domain.com,555-555-5555
david,30,60000.0,Male,HR,Assistant,,C,no_email@example.com,000-000-0000
ivy,50,70000.0,Male,Sales,Director,,B,no_email@example.com,555-555-5555
eve,25,65000.0,Male,HR,Assistant,,B,email@example.com,555-555-5555
ivy,35,70000.0,Other,IT,Director,,D,name@company.org,
david,35,55000.0,Other,Finance,Analyst,,F,email@example.com,555-555-5555
jack,50,60216.08643457383,Female,Sales,Director,2018-04-05,B,no_email@example.com,098-765-4321
eve,40,65000.0,Male,IT,Assistant,,F,no_email@example.com,555-555-5555
ivy,40,55000.0,Male,Sales,Assistant,,A,no_email@example.com,098-765-4321
hannah,25,65000.0,Female,IT,Director,,B,no_email@example.com,
charlie,25,65000.0,Male,Finance,Director,,B,user@domain.com,000-000-0000
alice,0,55000.0,Male,Finance,Director,,D,name@company.org,098-765-4321
charlie,50,60000.0,Male,Marketing,Clerk,2018-04-05,F,no_email@example.com,000-000-0000
david,40,50000.0,Male,IT,Assistant,,B,no_email@example.com,000-000-0000
bob,30,70000.0,Male,Marketing,Assistant,,B,no_email@example.com,098-765-4321
alice,35,65000.0,Female,IT,Clerk,,D,name@company.org,
grace,25,70000.0,Male,Marketing,Director,,D,email@example.com,123-456-7890
hannah,35,60216.08643457383,Female,Finance,Analyst,,F,name@company.org,000-000-0000
grace,35,55000.0,Male,Sales,Director,,A,name@company.org,000-000-0000
eve,0,70000.0,Other,Marketing,Director,,A,name@company.org,
alice,40,55000.0,Other,IT,Clerk,,C,no_email@example.com,
grace,25,70000.0,Other,IT,Assistant,,B,no_email@example.com,555-555-5555
grace,35,50000.0,Other,Finance,Director,2018-04-05,F,user@domain.com,
ivy,25,50000.0,Female,IT,Assistant,,B,email@example.com,000-000-0000
charlie,30,50000.0,Female,HR,Manager,,F,no_email@example.com,098-765-4321
ivy,0,50000.0,Male,Sales,Assistant,,F,name@company.org,123-456-7890
alice,30,50000.0,Other,Marketing,Analyst,2018-04-05,F,email@example.com,555-555-5555
alice,25,50000.0,Female,Sales,Analyst,,B,email@example.com,098-765-4321
david,25,55000.0,Male,Finance,Director,2018-04-05,D,user@domain.com,123-456-7890
ivy,40,65000.0,Male,Marketing,Assistant,,B,no_email@example.com,123-456-7890
frank,35,70000.0,Female,Marketing,Director,,F,name@company.org,123-456-7890
charlie,35,50000.0,Other,HR,Clerk,,C,no_email@example.com,098-765-4321
alice,30,55000.0,Male,Finance,Analyst,,A,user@domain.com,555-555-5555
david,0,55000.0,Other,IT,Director,,F,no_email@example.com,555-555-5555
ivy,50,55000.0,Other,HR,Clerk,2018-04-05,C,email@example.com,123-456-7890
charlie,35,65000.0,Other,HR,Director,,D,name@company.org,098-765-4321
ivy,40,70000.0,Male,Sales,Assistant,2018-04-05,F,no_email@example.com,123-456-7890
grace,30,65000.0,Other,Sales,Assistant,,C,user@domain.com,
david,30,60000.0,Male,Sales,Assistant,,F,no_email@example.com,555-555-5555
charlie,50,55000.0,Other,HR,Assistant,2018-04-05,B,email@example.com,000-000-0000
jack,40,60000.0,Male,IT,Manager,,C,name@company.org,123-456-7890
eve,0,60216.08643457383,Other,Marketing,Clerk,,B,no_email@example.com,
eve,40,50000.0,Female,Sales,Clerk,,B,no_email@example.com,555-555-5555
charlie,0,50000.0,Other,IT,Assistant,,C,email@example.com,098-765-4321
ivy,40,65000.0,Other,Finance,Manager,,A,no_email@example.com,555-555-5555
david,40,70000.0,Male,Sales,Assistant,,C,user@domain.com,098-765-4321
eve,25,60000.0,Male,Marketing,Manager,,A,no_email@example.com,098-765-4321
david,30,70000.0,Other,Finance,Assistant,2018-04-05,F,no_email@example.com,123-456-7890
eve,40,65000.0,Female,Finance,Analyst,,F,no_email@example.com,123-456-7890
grace,50,50000.0,Female,Marketing,Analyst,2018-04-05,C,email@example.com,555-555-5555
ivy,40,70000.0,Male,Sales,Director,,F,email@example.com,
grace,35,70000.0,Female,HR,Assistant,,D,user@domain.com,555-555-5555
eve,30,50000.0,Other,Marketing,Clerk,,B,no_email@example.com,000-000-0000
jack,35,60000.0,Male,Marketing,Director,,B,email@example.com,098-765-4321
jack,30,50000.0,Other,Marketing,Analyst,,A,user@domain.com,098-765-4321
grace,35,70000.0,Male,Finance,Assistant,,F,user@domain.com,123-456-7890
jack,40,60000.0,Male,IT,Director,,A,no_email@example.com,
eve,40,60000.0,Male,HR,Assistant,,B,name@company.org,123-456-7890
charlie,25,50000.0,Male,Sales,Analyst,,B,no_email@example.com,000-000-0000
grace,50,70000.0,Female,Sales,Director,2018-04-05,F,name@company.org,555-555-5555
bob,35,65000.0,Other,IT,Analyst,,D,user@domain.com,555-555-5555
ivy,0,70000.0,Other,Marketing,Manager,,D,email@example.com,
jack,25,55000.0,Other,HR,Analyst,,F,no_email@example.com,123-456-7890
jack,35,60216.08643457383,Male,Sales,Assistant,2018-04-05,F,user@domain.com,123-456-7890
alice,35,65000.0,Female,Sales,Clerk,,A,email@example.com,000-000-0000
frank,25,60000.0,Other,Marketing,Analyst,,F,user@domain.com,555-555-5555
grace,40,65000.0,Female,IT,Clerk,,D,no_email@example.com,123-456-7890
hannah,35,60000.0,Male,HR,Manager,,F,name@company.org,
jack,40,60000.0,Other,IT,Director,,A,user@domain.com,555-555-5555
ivy,25,65000.0,Female,IT,Director,,A,email@example.com,000-000-0000
bob,40,60000.0,Male,HR,Clerk,,A,no_email@example.com,
jack,30,60000.0,Female,HR,Director,,A,no_email@example.com,098-765-4321
bob,0,55000.0,Other,Sales,Analyst,,C,no_email@example.com,000-000-0000
eve,35,70000.0,Other,Sales,Clerk,,F,name@company.org,
eve,50,70000.0,Male,HR,Assistant,,B,no_email@example.com,123-456-7890
frank,0,60216.08643457383,Male,Finance,Analyst,,F,no_email@example.com,098-765-4321
charlie,40,60216.08643457383,Male,Sales,Analyst,,C,email@example.com,000-000-0000
hannah,35,55000.0,Female,Finance,Analyst,,A,user@domain.com,123-456-7890
alice,40,60216.08643457383,Female,HR,Assistant,,C,name@company.org,098-765-4321
frank,30,65000.0,Female,Sales,Manager,,D,no_email@example.com,555-555-5555
david,25,50000.0,Male,IT,Director,,D,name@company.org,123-456-7890
alice,35,50000.0,Other,HR,Clerk,,F,no_email@example.com,
grace,30,50000.0,Other,Marketing,Manager,,F,name@company.org,000-000-0000
ivy,30,55000.0,Female,Finance,Clerk,,B,no_email@example.com,098-765-4321
david,35,55000.0,Female,HR,Director,,B,user@domain.com,123-456-7890
david,40,60000.0,Other,HR,Assistant,,D,user@domain.com,555-555-5555
frank,50,50000.0,Other,Sales,Analyst,,A,name@company.org,000-000-0000
charlie,30,65000.0,Female,Sales,Analyst,,C,email@example.com,000-000-0000
frank,0,60216.08643457383,Female,Sales,Assistant,2018-04-05,B,name@company.org,123-456-7890
grace,30,65000.0,Other,Marketing,Manager,,B,no_email@example.com,555-555-5555
jack,50,60216.08643457383,Male,Sales,Manager,,A,user@domain.com,098-765-4321
jack,40,50000.0,Female,HR,Clerk,,A,user@domain.com,123-456-7890
charlie,40,50000.0,Other,Sales,Assistant,2018-04-05,F,user@domain.com,098-765-4321
grace,0,50000.0,Other,IT,Manager,,C,email@example.com,000-000-0000
charlie,30,55000.0,Other,Sales,Assistant,2018-04-05,A,email@example.com,098-765-4321
bob,40,60216.08643457383,Other,Marketing,Director,,B,no_email@example.com,555-555-5555
jack,50,55000.0,Male,IT,Analyst,,B,name@company.org,
david,35,55000.0,Other,HR,Analyst,,D,name@company.org,555-555-5555
hannah,25,70000.0,Female,HR,Analyst,,A,no_email@example.com,098-765-4321
ivy,25,65000.0,Male,Finance,Assistant,,F,user@domain.com,123-456-7890
grace,25,65000.0,Other,IT,Assistant,,C,email@example.com,000-000-0000
alice,30,60000.0,Male,Finance,Clerk,2018-04-05,F,no_email@example.com,
charlie,0,55000.0,Female,IT,Analyst,,B,no_email@example.com,123-456-7890
ivy,40,60216.08643457383,Other,IT,Clerk,,F,email@example.com,123-456-7890
alice,35,70000.0,Female,Marketing,Analyst,2018-04-05,B,name@company.org,555-555-5555
ivy,50,70000.0,Other,Finance,Clerk,,B,user@domain.com,098-765-4321
hannah,35,65000.0,Other,Marketing,Clerk,,B,name@company.org,555-555-5555
alice,50,55000.0,Other,IT,Director,,B,no_email@example.com,098-765-4321
frank,30,60000.0,Other,HR,Clerk,,B,user@domain.com,555-555-5555
eve,25,55000.0,Other,IT,Assistant,,D,no_email@example.com,123-456-7890
frank,30,50000.0,Male,Marketing,Clerk,2018-04-05,F,no_email@example.com,000-000-0000
jack,0,55000.0,Other,Finance,Analyst,,D,name@company.org,098-765-4321
eve,0,50000.0,Other,Finance,Clerk,,D,name@company.org,
frank,50,50000.0,Male,Marketing,Manager,,A,name@company.org,
eve,40,60000.0,Male,Finance,Analyst,2018-04-05,A,email@example.com,123-456-7890
eve,40,60216.08643457383,Male,Sales,Manager,,A,no_email@example.com,555-555-5555
david,50,65000.0,Male,HR,Analyst,,C,user@domain.com,555-555-5555
charlie,0,55000.0,Male,HR,Assistant,,A,name@company.org,123-456-7890
charlie,0,50000.0,Male,HR,Assistant,,F,name@company.org,
david,0,55000.0,Other,Finance,Assistant,,D,email@example.com,
ivy,30,60216.08643457383,Other,Finance,Manager,,F,user@domain.com,555-555-5555
bob,0,65000.0,Female,IT,Director,,A,no_email@example.com,098-765-4321
ivy,35,60216.08643457383,Other,IT,Analyst,,C,no_email@example.com,000-000-0000
alice,25,65000.0,Other,HR,Assistant,,C,email@example.com,098-765-4321
alice,0,70000.0,Male,Sales,Analyst,,D,no_email@example.com,
eve,50,65000.0,Male,IT,Manager,,F,no_email@example.com,098-765-4321
frank,25,60000.0,Other,IT,Director,,B,name@company.org,000-000-0000
frank,30,60216.08643457383,Female,Finance,Manager,,F,name@company.org,098-765-4321
charlie,50,50000.0,Male,Sales,Analyst,,A,user@domain.com,098-765-4321
grace,25,70000.0,Other,HR,Director,,B,no_email@example.com,098-765-4321
ivy,50,60000.0,Other,IT,Director,,C,name@company.org,098-765-4321
jack,30,55000.0,Female,Sales,Manager,2018-04-05,D,name@company.org,123-456-7890
hannah,35,60216.08643457383,Female,Sales,Assistant,,D,user@domain.com,
frank,30,50000.0,Male,HR,Analyst,2018-04-05,C,no_email@example.com,000-000-0000
hannah,30,65000.0,Female,Sales,Clerk,,A,name@company.org,
eve,50,50000.0,Other,Sales,Clerk,,C,email@example.com,123-456-7890
hannah,40,55000.0,Other,Sales,Manager,,A,email@example.com,123-456-7890
jack,0,70000.0,Female,IT,Analyst,,B,no_email@example.com,123-456-7890
david,0,70000.0,Female,HR,Analyst,,C,no_email@example.com,123-456-7890
jack,35,60216.08643457383,Female,Sales,Manager,,A,user@domain.com,098-765-4321
hannah,35,70000.0,Female,Sales,Analyst,,B,email@example.com,
jack,0,60216.08643457383,Male,IT,Assistant,,C,email@example.com,555-555-5555
bob,40,60216.08643457383,Female,HR,Manager,,D,no_email@example.com,000-000-0000
eve,0,60216.08643457383,Male,Finance,Assistant,,C,no_email@example.com,123-456-7890
ivy,40,65000.0,Other,IT,Analyst,,F,no_email@example.com,
david,35,60000.0,Female,HR,Manager,,C,no_email@example.com,123-456-7890
frank,25,60216.08643457383,Male,Sales,Analyst,,F,email@example.com,123-456-7890
alice,50,60216.08643457383,Female,HR,Manager,,B,user@domain.com,123-456-7890
ivy,35,60000.0,Other,HR,Analyst,,C,email@example.com,123-456-7890
alice,35,50000.0,Other,HR,Assistant,2018-04-05,B,no_email@example.com,123-456-7890
eve,30,60216.08643457383,Other,Finance,Assistant,,B,email@example.com,000-000-0000
david,30,65000.0,Female,HR,Analyst,,A,user@domain.com,
charlie,30,70000.0,Female,Finance,Manager,,B,name@company.org,123-456-7890
frank,50,70000.0,Male,Sales,Clerk,,B,email@example.com,123-456-7890
bob,30,55000.0,Other,Finance,Assistant,,C,no_email@example.com,123-456-7890
charlie,40,55000.0,Female,Sales,Assistant,,C,name@company.org,123-456-7890
eve,0,70000.0,Other,Sales,Clerk,,D,no_email@example.com,098-765-4321
ivy,25,70000.0,Other,Finance,Analyst,2018-04-05,A,no_email@example.com,098-765-4321
bob,35,65000.0,Male,IT,Manager,,B,no_email@example.com,555-555-5555
jack,40,60000.0,Male,Marketing,Analyst,,A,email@example.com,123-456-7890
hannah,25,55000.0,Male,HR,Director,2018-04-05,F,no_email@example.com,555-555-5555
bob,40,60000.0,Male,Marketing,Assistant,,B,name@company.org,000-000-0000
eve,40,65000.0,Other,HR,Director,2018-04-05,A,user@domain.com,555-555-5555
grace,35,70000.0,Male,HR,Assistant,,D,no_email@example.com,
hannah,0,60216.08643457383,Male,Sales,Assistant,,D,email@example.com,098-765-4321
alice,30,60000.0,Male,HR,Director,,B,no_email@example.com,098-765-4321
frank,50,70000.0,Male,HR,Director,2018-04-05,F,user@domain.com,123-456-7890
alice,0,70000.0,Other,Finance,Analyst,,D,name@company.org,123-456-7890
bob,50,50000.0,Male,Marketing,Director,,D,no_email@example.com,000-000-0000
alice,35,60000.0,Other,Finance,Analyst,,F,no_email@example.com,000-000-0000
eve,35,60216.08643457383,Female,HR,Analyst,2018-04-05,A,user@domain.com,
jack,35,60000.0,Other,Sales,Analyst,,D,email@example.com,123-456-7890
ivy,25,70000.0,Other,Finance,Assistant,,C,name@company.org,123-456-7890
frank,50,60216.08643457383,Male,Finance,Assistant,,D,user@domain.com,000-000-0000
alice,0,65000.0,Female,IT,Director,,A,no_email@example.com,000-000-0000
alice,0,50000.0,Female,HR,Assistant,2018-04-05,A,name@company.org,000-000-0000
bob,40,70000.0,Female,Sales,Director,,B,no_email@example.com,098-765-4321
ivy,40,55000.0,Female,Finance,Assistant,,C,user@domain.com,555-555-5555
charlie,40,55000.0,Other,Finance,Manager,,A,no_email@example.com,555-555-5555
alice,35,50000.0,Female,Sales,Manager,,F,no_email@example.com,123-456-7890
eve,0,65000.0,Other,HR,Director,,C,no_email@example.com,098-765-4321
grace,50,70000.0,Other,IT,Assistant,,C,email@example.com,000-000-0000
frank,35,60000.0,Other,Finance,Assistant,,F,no_email@example.com,123-456-7890
alice,25,50000.0,Female,IT,Analyst,,D,no_email@example.com,098-765-4321
eve,40,65000.0,Male,Marketing,Clerk,,F,no_email@example.com,
eve,35,60000.0,Male,HR,Director,2018-04-05,F,name@company.org,098-765-4321
frank,35,55000.0,Female,Marketing,Clerk,,D,no_email@example.com,123-456-7890
charlie,25,55000.0,Male,Marketing,Clerk,2018-04-05,D,no_email@example.com,555-555-5555
eve,30,60000.0,Male,Marketing,Director,,D,user@domain.com,000-000-0000
grace,0,50000.0,Other,HR,Assistant,,D,email@example.com,
eve,50,55000.0,Other,HR,Director,,D,name@company.org,098-765-4321
eve,30,70000.0,Female,Sales,Clerk,,F,no_email@example.com,123-456-7890
eve,40,60216.08643457383,Female,IT,Assistant,,B,user@domain.com,123-456-7890
jack,35,60000.0,Male,IT,Manager,,B,email@example.com,000-000-0000
jack,25,60000.0,Other,Sales,Director,2018-04-05,A,name@company.org,123-456-7890
charlie,25,55000.0,Female,Sales,Director,2018-04-05,B,name@company.org,123-456-7890
alice,0,50000.0,Female,Marketing,Assistant,,B,no_email@example.com,000-000-0000
eve,30,70000.0,Female,Sales,Manager,2018-04-05,F,name@company.org,
ivy,0,50000.0,Female,Finance,Manager,,D,user@domain.com,555-555-5555
alice,35,65000.0,Female,IT,Assistant,,D,name@company.org,555-555-5555
charlie,0,65000.0,Female,Sales,Analyst,,F,no_email@example.com,098-765-4321
david,50,60216.08643457383,Male,Finance,Director,,B,user@domain.com,
alice,25,55000.0,Other,Finance,Director,,F,email@example.com,098-765-4321
alice,25,55000.0,Other,Finance,Clerk,,A,email@example.com,555-555-5555
hannah,40,55000.0,Female,Finance,Assistant,,D,no_email@example.com,000-000-0000
bob,40,60216.08643457383,Other,Marketing,Clerk,2018-04-05,C,no_email@example.com,123-456-7890
hannah,35,65000.0,Other,Finance,Clerk,2018-04-05,A,no_email@example.com,555-555-5555
grace,50,50000.0,Other,Marketing,Manager,,A,email@example.com,
jack,30,60216.08643457383,Female,Marketing,Director,,F,email@example.com,555-555-5555
jack,0,60216.08643457383,Female,Finance,Clerk,,B,email@example.com,
bob,35,50000.0,Other,IT,Manager,,D,email@example.com,
frank,40,55000.0,Other,Finance,Assistant,,C,name@company.org,
frank,0,70000.0,Female,Finance,Clerk,,A,user@domain.com,098-765-4321
charlie,40,50000.0,Male,Finance,Director,,C,user@domain.com,000-000-0000
bob,0,65000.0,Other,IT,Clerk,,B,no_email@example.com,555-555-5555
alice,30,60000.0,Male,HR,Assistant,2018-04-05,B,name@company.org,000-000-0000
frank,35,60000.0,Other,HR,Clerk,,C,email@example.com,123-456-7890
eve,0,60216.08643457383,Male,Marketing,Director,2018-04-05,D,email@example.com,555-555-5555
ivy,50,60000.0,Male,Marketing,Manager,2018-04-05,B,no_email@example.com,000-000-0000
alice,25,70000.0,Male,IT,Director,,C,no_email@example.com,000-000-0000
grace,50,55000.0,Female,Sales,Manager,,A,no_email@example.com,123-456-7890
eve,50,65000.0,Male,HR,Analyst,,C,email@example.com,
eve,25,70000.0,Male,Marketing,Director,,C,no_email@example.com,555-555-5555
bob,50,65000.0,Male,HR,Director,2018-04-05,F,name@company.org,555-555-5555
charlie,0,65000.0,Other,IT,Assistant,,B,user@domain.com,123-456-7890
grace,0,55000.0,Male,IT,Clerk,2018-04-05,D,email@example.com,
frank,0,60216.08643457383,Other,Sales,Manager,,D,name@company.org,555-555-5555
bob,25,60000.0,Male,Sales,Manager,2018-04-05,F,email@example.com,555-555-5555
frank,50,55000.0,Male,IT,Assistant,,D,no_email@example.com,555-555-5555
bob,25,70000.0,Female,Marketing,Assistant,,C,no_email@example.com,
bob,0,60216.08643457383,Other,HR,Clerk,,F,no_email@example.com,123-456-7890
bob,50,70000.0,Male,Finance,Clerk,2018-04-05,A,user@domain.com,555-555-5555
charlie,50,60216.08643457383,Other,Sales,Director,,B,no_email@example.com,000-000-0000
bob,40,70000.0,Other,Finance,Analyst,,B,email@example.com,
david,40,55000.0,Female,Marketing,Clerk,2018-04-05,B,no_email@example.com,098-765-4321
ivy,30,60216.08643457383,Female,Sales,Assistant,2018-04-05,C,email@example.com,123-456-7890
frank,35,60216.08643457383,Female,Finance,Clerk,,A,user@domain.com,000-000-0000
alice,40,65000.0,Female,Marketing,Manager,,F,no_email@example.com,555-555-5555
hannah,25,65000.0,Female,HR,Analyst,,F,no_email@example.com,098-765-4321
grace,40,50000.0,Female,Marketing,Director,,B,no_email@example.com,123-456-7890
jack,30,70000.0,Female,Sales,Manager,,A,no_email@example.com,
charlie,50,65000.0,Female,IT,Manager,2018-04-05,A,no_email@example.com,098-765-4321
